1874,"9,929","7,626","32,146",135,20.0,,,"49,856",273,"25,266",,,,,,,,,"4,043",15.6,,,,,,,,,,,,,,,,,,,"44,138","1,325,486","2,956","9,424",,,"1,382,004",1.19,,762,0.49,,,,,,,,,,"2,264","2,459",,,"8,809",,,"13,532",146.11,885,,,,,,,,,,,,,6.10,,,6.10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,307",,"1,307",21.5,"1,307",,,,,,,,,,,,,"4,055","3,672",82,254,,,"8,063",153,,,,,,,,,,,,,,,,,,106,,269,,,,,375,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,"10,971","6,426","31,290",87.7,100,,,"48,875",273,"24,720",,,,,,,,,"4,354",15.7,,,,,,,,,,,,,,,,,,,"32,621","1,351,005",,"7,843",,,"1,391,468",1.21,,211,0.49,,,,,,,,,,"1,396","2,459",,,"9,571",,,"13,426",157.25,899,,,,,,,,,,,,,,,,,19.69,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,329",,"1,329",21.5,"1,329",,,,,,,,,,,,,"3,183","4,621",48,594,,,"8,446",137,,,,,,,,,,,,,,,,,,30.5,144,801,,,,,975,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,"10,529","4,490","28,225",329,72.4,,,"43,645",273,"23,133",,,,,,,,,"4,665",14.4,,,,,,,,,,,,,,,,,,,"51,437","1,341,037","1,113","6,198",,,"1,399,784",1.20,,320,0.98,,,,,,,,,,"2,139","2,459",,,"8,595",,,"13,193",119.84,923,,,,,,,,,,,,,,,,,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,207",,"1,207",40.9,"1,207",,,,,,,,,,,,,"3,069","5,668",19,"1,267",,,"10,023",124,,,,,,,,,,,,,,,,,,9.14,201,"1,156",,,,,"1,367",6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,578",,"2,578",0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,"9,644","3,452","23,712",171,,,,"36,978",273,"21,070",,,,,,,,,"4,976",13.7,,,,,,,,,,,,,,,,,,,"61,893","1,467,379","2,459","9,622",,,"1,541,352",1.17,,282,0.98,,,,,,,,,,"1,990","1,769",,,"8,412",,,"12,172",144.31,"1,195",,,,,,,,,,,,,,,,,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,215",,"3,215",31.2,"3,215",,,,,,,,,,,,,"2,372","3,715",67,"2,177",,,"8,331",124,,,,,,,,,,,,,,,,,,50.8,42.7,"1,207",,,,,"1,300",32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,295",,"15,295",0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,"8,414","3,150","22,200",732,8.96,,,"34,505",273,"20,307",,,,,,,,,"5,287",14.1,,,,,,,,,,,,,,,,,,,"53,421","1,600,705",,"12,508",,,"1,666,634",1.15,,192,0.98,,,,,,,,,,583,"1,740",,,"6,899",,,"9,222",148.67,"1,593",,,,,,,,,,,,,,,,,14.58,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,205",,"2,205",938,"2,205",,,,,,,,,,,,,"2,026","3,567",51,"2,432",,,"8,076",108,,,,,,,,,,,,,,,,,,14.2,53.8,"1,201",,,,,"1,269",60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,039",,"23,039",5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,"7,572","2,981","22,227","1,691",0.65,,,"34,471",273,"19,292",,,,,,,,,"5,598",14.0,,,,,,,,,,,,,,,,,,,"55,892","1,608,715",,"9,666",,,"1,674,274",1.18,,"1,375",0.98,,,,,,,,,,576,"2,187",,,"6,157",,,"8,920",140.16,"1,936",,,,,,,,,,,,,298,,,298,18.58,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,692",,"1,692",56.8,"1,692",,,,,,,,,,,,,"2,046","3,506",17,"2,713",,,"8,282",124,,,,,,,,,,,,,,,,,,2.03,42.7,227,,,,,271,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,740",,"8,740",12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,"6,918","3,253","24,282","1,474",,,579,"36,505",273,"22,095",,,,,,,,,"5,909",15.4,109,,,,,,,,,,,,,,,,,,"58,981","1,489,639",,"12,415",,,"1,561,034",0.83,,271,0.98,,,,,,,,,,331,"2,977",,,"5,669",,,"8,977",145.47,"2,665",,,,,,,,,,,,,2.03,,,2.03,13.00,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,877,,938,63.6,938,,,,,,,,,,,,,"2,025","4,684",61,"2,565",,,"9,335",151,,,,,,,,,,,,,,,,,,,55.9,152,,,,,208,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,"7,011","4,200","24,407","1,588",6.44,,820,"38,031",273,"23,098",,,,,,,,,"8,086",14.6,,,,,,,,,,,,,,,,,,,"66,662","1,797,911",3.05,"11,342",,,"1,875,917",0.67,,,,,,,,,,,,,336,"3,966",,,"6,858",,,"11,161",127.95,"5,821",,,,,,,,,,,,,,,,,14.36,,,,,,,,,,,,,,,,,,,,,,,,,,,569,,569,60.7,569,,,,,,,,,,,,,"2,458","5,587",78,"2,409",,,"10,532",174,,,,,,,,,,,,,,,,,,180,394,32.5,,,,,607,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,591,,,,,,,,9.23,591
1882,"5,754","3,855","25,321","1,372",33.9,,591,"36,926",273,"22,465",,,,,,,,,"8,086",15.0,,,,,,,,,,,,,,,,,,,"75,627","2,143,031",10.2,"8,944",,,"2,227,611",0.89,,10,0.98,,,,,,,,,,"1,752","3,648",,,"6,909",,,"12,309",106.45,"3,502",,,,,,,,,,,,,,,,,9.80,,,,,,137,,,,137,19.7,,,,,,,,,,,,,,,,729,,729,63.3,729,,,,,,,,,,,,,"3,030","5,330",684,"2,398",,19.1,"11,461",189,,,,,,,,,,,,,,,,,,128,555,172,,,,,854,30.8,,,102,,,101.6,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,733",,"2,733",0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,591,,,,,,,,0.55,591
1883,"5,395","3,357","22,851","1,292",77.1,,565,"33,537",273,"21,779",,,,,,,,,"18,349",13.8,380,,,,,,,,,,,,,,,,,,"106,426","2,561,800",435,"9,014",,,"2,677,675",0.94,,335,0.98,,,,,,,,,,"1,829","6,157",,,"6,055",,,"14,041",124.51,"5,374",,,,,,,,,,,,,,,,,15.42,,,,,,338,,,,338,12.5,,,,,,,,,,,,,,,,369,,369,29.2,388,,,,,,,,,,,,,"2,939","4,250",60,"2,311",,5.4,"9,565",178,,,,,,,,,,,,,,,,,,267,199,16.3,,,,,483,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736,,736,8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,"1,729",,,,,,,,0.75,"1,729"
1884,"7,779","2,900","22,803","1,174",113,,571,"35,340",273,"23,940",,,,,,,,,"32,344",13.6,"38,515",,,,,,,,,,,,,,,,,,"122,659","2,793,095","3,332","7,309",,,"2,926,395",0.93,,587,0.98,,,,,,,,,,"1,679","7,376",,,"8,829",,,"17,885",96.64,"6,983",,,,,,,,,,,,,,,,,12.87,,,203,,,59.9,,,,263,12.5,,,,,,,,,,,,193,,,,247,,441,13.0,441,,,,,,,,,,,,,"2,406","3,871",30,"2,325",,23.7,"8,655",154,,,,,,,,,,,,,,,,,,380,227,28.6,,,,,635,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,742",,"3,742",4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,"1,897",,,,,,,,2.92,"1,897"
1885,"7,779","2,772","21,532","1,137",134,,516,"33,870",273,"23,672",,,,,,,,,"51,626",12.9,"58,214",,,,,,,,,,,,,,,,,,"213,053","2,924,925",813,"6,760",,,"3,145,551",0.92,,813,0.98,,,,,,,,,,"1,361","5,171",,,"7,630",,267,"14,430",73.19,"5,462",,,,,,,,,,457,,,,,,457,12.16,,,,,,132,,,,132,12.5,,,,,,,,,,,,"3,142",,,,165,,"3,307",23.2,"3,350",,,,,,,,,,,,,"2,314","3,547",,"2,361",,2.1,"8,223",158,,,,,,,,,,,,,,,,,,,136,28.6,,,,,165,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,,937,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,"2,570",,,,,,,,2.88,"2,570"
1886,"8,692","2,682","19,481",858,238,8.40,462,"32,422",273,"23,752",,,,,,,,,"87,391",12.5,"49,047",,,,,,,,,,,,,,,,,,"232,314","2,875,458","1,105","10,557",,,"3,119,435",0.91,,"1,234",0.98,,,,,,,,,,914,"3,894",,,"5,862",,569,"11,240",66.90,"4,116",,,,,,,,,,,,,,,,,10.18,,,,,,"1,575",,,,"1,575",12.5,,,,,,,,,,,,"3,590",,,,217,,"3,807",36.2,"4,153",,,,,,,,,,,,,"2,242","3,008",1,"2,177",,7.5,"7,436",185,,,,,,,,,,,,,,,,,,55.9,167,28.6,,,,,251,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,233",,"10,233",12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,"1,823",,,,,,,,4.25,"1,823"
1887,"10,850","2,889","18,092","1,161",527,136,504,"34,158",273,"25,655",,,,,,,,,"109,161",11.8,"92,899",,,,,,,,,,,,,,,,,,"242,634","2,969,257","3,411","28,075",,,"3,243,377",0.91,,"3,143",1.48,,,,,,,,,,"1,026","2,741",,,"5,314",,143,"9,224",80.14,"2,928",,,,,,,,,,,,,,,,,10.57,,,,,,"1,475",,,,"1,475",12.5,,,,,,,,,,,,"11,162",,,,239,,"11,401",29.8,"12,458",,,,,,,,,,,,,"2,332","3,207",5,"2,137",,19.5,"7,700",208,,,,,,,,,,,,,,,,,,,98.6,28.6,,,,,127,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,414",,"3,414",12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,7.4,"1,803",,,,,,,,9.46,"1,416"
1888,"12,377","2,323","18,305","1,077",250,97.2,255,"34,684",273,"26,309",,,,,,,,,"193,131",11.4,"189,824",,,,,,,,,,,,,,,,,,"316,395","3,254,699","8,710","42,242",,,"3,622,046",0.89,,"7,689",1.60,,,,,,,,,,"1,144","3,796",,,"4,044",,181,"9,164",127.83,"3,079",,,,,,,,,,,,,,,,,12.46,,,,,,"1,037",,,,"1,037",6.40,,,,,,,,,,,,"24,973",,,,270,,"25,243",28.4,"26,344",,,,,,,,,,,,,"2,550","1,833",36,"2,175",,59.4,"6,654",238,,,,,,,,,,,,,,,,,,,106,28.6,,,,,134,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,643",,"3,643",6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,"2,130",,,,,,,,3.67,"2,130"
1889,"19,736","3,183","18,006",876,273,431,349,"42,855",273,"35,073",,,,,,,,,"314,110",11.1,"221,879",,,,,,,,,,,,,,,,,,"269,755","3,714,122","14,830","37,287",,,"4,035,994",0.88,,563,0.50,,,,,,,,,,"1,096","2,341",,,"4,003",,223,"7,663",116.21,"1,539",,,,,,,,,,497,,,"4,467",,,"4,964",16.89,,,,,,"1,622",,,,"1,622",4.85,,,,,,,,,,,,"28,937",,,,127,,"29,064",25.3,"29,975",,,34.5,,,496,,,530,80.0,,,"2,157","2,460",72,"2,057",3.6,63.1,"6,813",176,,,,,,,,,,,,,,,,,,29.5,144,28.6,,,,,202,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,640",,"3,640",4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,332,8.6,"2,628",,,,,,,,35.1,898
1890,"15,980","3,370","17,237",556,152,635,591,"38,520",273,"30,115",,,,,,,,,"456,237",12.4,"266,234",,,,,,,,,,,,,,,,,,"343,758","3,109,850","14,835","51,327",,,"3,519,769",0.84,,"10,015",0.50,,,,,,,,,,188,"2,152",,,"4,663",,153,"7,157",95.01,"6,951",,732,,,732,0.92,,,,463,,,"4,030",,,"4,493",23.04,,,102,,,"2,808",,,,"2,910",5.78,,,,,,,,,,,,"34,346",,,,108,,"34,454",24.8,"35,357",,,75.2,,,17.3,,,92.5,80.0,,,"2,112","2,081",601,"1,950",48.0,81.4,"6,874",177,,,,,,,,,,,,,,,,,,87.4,594,28.6,,,,,710,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,103",,"4,103",4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,94,0.43,"1,434",,,,,,,,16.2,129
1891,"14,865","4,094","16,881","1,065",200,843,723,"38,671",273,"31,628",,,,,,,,,"597,120",11.9,"525,812",,,,,,,,,,,,,,,,,,"275,949","4,102,536","23,199","43,948",,,"4,445,632",0.86,,"6,423",0.52,,,1.17,,,,1.17,804.52,,99.6,"2,736",,,"4,694",,68.1,"7,598",227.48,"5,631",,"1,200",,,"1,200",1.75,,,,232,,,"6,908",,,"7,140",17.22,,,140,,,862,,,,"1,002",6.00,,,,,,,,,,,,"70,379",,,,12.7,,"70,392",20.9,"70,849",,,78.2,,,24.4,,,102.6,80.0,,,"1,590","1,674","1,174","1,988",145,21.2,"6,593",170,,,,,,,,,,,,,,,,,,111,530,28.6,,,,,670,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,325",,"6,325",4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4,186,0.081,"12,303",,,,,,,,59.5,203
1892,"15,847","4,212","19,167","1,164",191,"1,657",799,"43,036",273,"36,038",,,,,,,,,"415,496",10.4,"589,996",,,,,,,,,,,,,,,,,,"269,327","3,841,463","23,737","36,584",,,"4,171,112",0.76,,"6,706",1.11,,,7.72,,,,7.72,28.75,,82.3,"2,755",,,"3,881",,42.7,"6,761",89.74,"6,437",,458,,,458,2.05,,,,460,,,"4,251",,,"4,711",15.99,,,16.3,,,715,,,,732,6.42,,,,,,,,,,,,"70,329",,,,7.62,,"70,337",20.2,"70,337",,,160,,,52.8,,,212.3,80.0,,,"1,699","1,834",269,"1,873",189,22.4,"5,886",177,,,,,,,,,,,,,,,,,,13.2,422,28.6,,,,,463,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,610",,"2,610",3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,242,2.9,746,,,,,,,,68.9,263
1893,"15,872","4,768","19,655","1,035",92.0,"3,085",792,"45,298",273,"36,762",,,,,,,,,"526,834",9.45,"10,166",,,,,,,,,,,,,,,,,,"268,633","3,330,781","93,194","35,248",,,"3,727,856",0.71,,"4,572",0.97,,,2.64,,,,2.64,23.09,,302,846,,,"4,958",,34.5,"6,141",110.62,"5,238",,"15,000",,,"15,000",2.05,,,,"1,280",,,"3,099",,,"4,379",13.28,,,,,,"2,467",,,,"2,467",5.88,,,,,,,,,,,,"86,363",,225,,,,"86,587",19.4,225,,,,,,74.2,,,74.2,80.0,,,"1,731","1,721",35,"1,866",162,20.4,"5,536",162,,,,,,,,,,,,,,,,,,15.2,"1,027",28.6,,,,,"1,071",27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,350",,"3,350",4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,284,0.61,"1,319",,,,,,,,38.2,301
1894,"17,061","8,469","20,997","1,589",245,"5,763",803,"54,927",273,"41,743",,,,,,,,,"442,242",7.15,"513,103",,,,,,,,,,,,,,,,,,"275,036","3,730,829","174,407","30,987",,,"4,211,259",0.63,,"3,571",1.12,,,0.25,,,,0.25,7.87,,422,"2,737",,114,"5,425",,40.6,"8,739",94.59,"7,004",,"1,772",,,"1,772",0.97,,,,440,,,"1,589",,,"2,029",14.27,,142,14.224,,,177,,,,333,7.50,,,,,,,,,,,,"55,403",,192,,,,"55,594",16.4,"55,915",,,,,,45.7,,,45.7,80.0,,,"2,042","1,848",40,"1,816",278,22.8,"6,045",132,,,,,,,,,,,,,,,,,,14.2,724,28.6,,,,,767,29.5,,,"3,083",,,"3,083",44.6,,,17.3,,,,,17.3,579,,,,,,,,,,,,,,,,,,,,,"2,780",,"2,780",2.82,,33.0,25.0,0.043,0.39,0.43,,,,,,,,,,,,,,25.0,,0.043,0.39,,0.43,,,,,,,,,55.0,,,,,,,55.0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,190,1.8,525,,,,,,,,34.8,207
1895,"15,745","9,635","21,674","1,509",191,"6,441",753,"55,948",273,"43,782",,,,,,,,,"302,914",9.57,"272,455",,,,,,,,,,,,,,,,,,"328,237","3,798,406","197,335","33,221",,,"4,357,199",0.59,,,,,,0.56,,,,0.56,9.31,,441,"3,718",,148,"5,385",,13.2,"9,705",82.72,"8,665",,"1,313",,,"1,313",0.75,,,,155,,,"1,637",,,"1,792",12.80,,361,4.064,,,48.8,,,,414,7.50,,,,,,,,,,,,"57,061",,270,,,,"57,331",19.6,"57,614",,,,,,26.4,,,26.4,80.0,,,"1,503","1,353",39,"1,911",197,49.0,"5,053",120,,,,,,,,,,,,,,,,,,,276,28.6,,,,,305,29.9,,,"4,368",,,"4,368",44.6,,,20.3,,,,,20.3,591,,,,,,,,,,,,,,,,,,,,,"1,482",,"1,482",0.27,,12.8,9.75,0.017,0.15,0.17,,,,,,,,,,,,,,9.75,,0.017,0.15,,0.17,,,,,,,,,13.1,1.8,,,,,,14.8,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,110,0.50,659,,,,,,,,30.2,119
1896,"15,617","7,859","23,578","1,739",105,"7,825",595,"57,318",273,"44,665",,,,,,,,,"329,038",8.41,"612,040",,,,,,,,,,,,,,,,,,"377,332","3,972,069","230,187","42,574",,,"4,622,163",0.57,,,,,,,,,,,,,589,"4,626",,148,"4,806",,,"10,169",87.09,"9,724",,"8,000",,,"8,000",0.66,,,,381,,,111,,,492,13.88,,305,,,,,,,,305,9.84,,,,,,,,,,,,"90,492",,537,,,,"91,029",21.4,"91,097",,,,,,35.6,,,35.6,80.0,,,"1,105","1,465",39,"2,077",97.6,10.0,"4,794",111,,,,,,,,,,,,,,,,,,,76.2,7.84,,,,,84.0,27.2,,,"3,914",,,"3,914",44.6,,,81.3,,,,,81.3,602,,,,,,,,,,,,,,,,,,,,,"1,644",,"1,644",5.48,,90.2,68.5,0.12,1.06,1.17,,,,,,,,,,,,,,68.5,,0.12,1.06,,1.17,,,,,,,,,1.57,,,,,,,1.57,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,118,,,,,,,,8.33,118
1897,"18,690","8,085","23,803","2,172",286,"18,780",594,"72,410",273,"64,987",,,,,,,,,"315,665",7.16,"420,649",,,,,,,,,,,,,,,,,,"364,142","4,453,728","240,057","42,871",,,"5,100,799",0.56,,,,,,,,,,,,,293,"5,715",,"4,879","5,039",,,"15,926",107.65,"14,257",,"9,189",,,"9,189",0.71,,,,234,,,410,,,644,13.29,,403,,,,,,,,403,6.00,,,,,,,,,,,,"106,123",,642,,,,"106,765",24.6,"106,765",,,"10,329",,,11.2,,,"10,340",80.0,"10,329",,856,"1,256",31,"2,088",68.0,0.42,"4,299",123,,,,,,,,,,,,,,,,,,,97.5,7.84,,,,,105,42.0,,,"3,434",,,"3,434",44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,927",,"1,927",3.37,,61.1,46.4,0.079,0.72,0.79,,,,,,,,,,,,,,46.4,,0.079,0.72,,0.79,,,,,,,,,6.81,,,,,,,6.81,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,330,0.63,"2,540",,,,,,,,1.04,"1,673"
1898,"20,137","8,799","24,520","2,134",78.5,"29,218",620,"85,507",273,"81,168",,,,,,,,,"316,598",7.15,"384,482",,,,,,,,,,,,,,,,,,"414,461","4,781,551","246,746","48,441",,"3,564","5,494,763",0.55,,"2,915",0.53,,,5.89,,,,5.89,9.43,,63.0,"5,878",,"5,142","4,867",,25.4,"15,975",113.55,"15,912",,"16,493",,,"16,493",0.73,,,,398,,,,102,,500,15.99,,68.1,1.016,,,,,,,69.1,5.03,,,,,,,,,,,,"102,686",,"1,119",,1.68,,"103,806",22.1,"103,806",,,"13,946",,,18.3,,,"13,964",80.0,"6,198",,729,978,58,"1,722",48.5,0.83,"3,537",143,,,,,,,,,,,,,,,,,,,47.8,7.84,,,,,55.6,21.9,,,"2,145",,,"2,145",44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,662",,"3,662",5.13,,38.9,29.5,0.051,0.45,0.51,,,,,,,,,,,,,,29.5,,0.051,0.45,,0.51,,,,,,,,,40.8,6.2,,,,,,47.1,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,172,6.0,"1,548",,,,,,,,10.0,990
