1939,"4,579","2,712","4,868",622,122,"37,763",516,"51,181",627,"47,737",,"120,853","298,086",195,"39,749",16.8,"7,845",,"466,746",5.91,"451,368",,,"1,767",820,,,"2,587",,0.95,,,,,,,,,"1,338,568","11,374,965","370,733","100,982",,"566,456","13,751,704",1.25,,"3,709,430",0.21,,,,,,20.4,20.4,,,"5,891","2,663",,"13,668",112,,24.4,"22,358",160.23,"21,834",,103,,,103,3.24,,,"4,003",59.9,,,"2,795,787",,,"2,799,850",7.50,,,148,,,7.11,,,,155,7.18,,,,,,,,,,,"46,017","226,687",,"11,796",,,,"284,499",99.1,"286,437",,"29,556","159,138",,"31,605",,,,"220,299",101,"214,199",,881,"1,381",163,"1,232",7.7,18.7,"3,683",558,,,,,,,,,,,,,,,,,,,45.7,79.2,370,,549,,"1,044",32.2,,,108,,,107.7,36.6,,,,,,,,,,,,,,,,,10.4,12.9,13.5,,,,36.8,216,,,17,,,,"150,000","150,017",2.36,,0.22,0.17,0.00028,0.0025,0.0028,,,,,,8.80,0.026,0.24,2.95,5.11,,,,0.17,,0.027,0.24,2.95,5.12,,,,,,,,,52.1,55.3,,233,,5.09,193,538,"2,125",,,10.0,,10.0,"10,713",,,,,,170,8.13,,179,,,,,,,,,,710,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,,"1,967",,,,,,,,,,,,,,"1,967",,,,,,,,,,,,615,,9.53,,,,,,,,,,,,615,,,,,,,,,,,,,,,,,,,,,,1.5,701,0.010,"1,969",0.63,935,,,0.5,"1,740",,2.70,"1,808"
1940,"3,944","3,118","5,616",596,102,"37,055",697,"51,128",685,"46,600",,"135,778","266,766",241,"50,030",84.4,"7,959",,"460,858",6.00,"475,006",,,"2,081","1,446",,,"3,527",,0.99,,,,,,,,,"1,305,893","9,702,900","271,977","84,466",,"548,058","11,913,294",1.26,,"4,348,526",0.18,,,,,,18.6,18.6,,,"7,019","3,092",,"11,757",313,7.11,16.3,"22,204",134.18,"21,154",,,,,,,,,"2,886",221,,"1,186","2,350,369",,,"2,354,662",7.50,,387,"1,024",,,"10,826",,,,"12,238",12.0,,,,,,,,,,,"48,888","230,106",,"14,373",,,,"293,367",102,"292,888",,"30,057","183,230",,"32,855",,,,"246,142",125,"239,969",,905,"1,284",104,"1,282",26.0,19.9,"3,621",591,,,,,,,,,,,,,,,,,,7.11,66.0,14.2,268,,537,,892,39.0,,,528,,,528,37.5,,63.0,40.6,5.08,,1.02,,110,"3,530",,,,,,,,1.53,6.11,10.7,,,,18.4,224,,,20,,254,40,"125,000","125,314",2.49,,0.37,0.28,0.00049,0.0044,0.0049,,,,,,14.5,0.043,0.39,4.84,8.40,,,,0.28,,0.044,0.39,4.84,8.40,,,,,,,,,59.8,35.2,,298,,6.88,144,544,"2,563",,,4.30,,4.30,"9,778",,,,,,175,20.3,,195,,,,,,,,,,"1,656",,,,,,,,,,,,"1,656",,,,,,,,,,,,,,,,,,,"4,705",,7.95,,,,,,,,,,,,"4,705",,,,,,,,,,,,"2,748",,13.6,,,,,,,,,,,,"2,748",,,,,,,,,,,,,,,,,,,,,,0.30,379,,,0.57,941,,,1.3,"1,346",,2.20,"1,955"
1941,"3,392","2,740","4,658",619,52.2,"34,500",587,"46,547",687,"43,116",,"120,217","290,998",543,"41,262",145,"7,794",,"460,959",6.78,"456,719",,373,"2,671","2,793",,,"5,837",,0.27,,,,,,,,,"1,477,288","11,953,949","331,664","111,469",,"565,479","14,439,850",1.38,,"4,638,688",0.18,,,,,,20.2,20.2,,,"7,451","2,750",,"11,831",615,2.03,76.2,"22,726",122.05,"21,632",,300,,,300,2.12,,,"2,349","206,048",5.08,"2,215","2,276,233",,,"2,486,850",7.34,,201,"1,485",,,"12,137",,,,"13,824",11.7,,,,,,,,,,,"43,965","239,206",,"12,561",,,,"295,732",114,"293,899",,"27,876","192,224",,"31,085",,,,"251,185",147,"244,964",,772,"1,454",59,"1,226",7.8,17.0,"3,536",622,,,,,,,,,,,,,,,,,,26.4,160,8.13,314,,482,,990,44.9,,,356,,,356,36.6,,320,64.0,5.08,49.8,,,439,"4,752",,,,,,,,3.11,2.85,,,,,5.95,37.0,,,31,,"8,596",21,"100,000","108,649",1.88,,0.72,0.54,0.00093,0.0084,0.0093,,,,,,6.42,0.019,0.17,2.15,3.73,,,,0.54,,0.020,0.18,2.15,3.74,,,,,,,,,63.2,44.1,0.12,282,,0.27,171,560,"2,911",,,,,,,,,,,,191,16.3,,207,,,,,,,,,,"3,763",,,,,,,,,,,,"3,763",,,,,,,,,,,,,,,,305,,14.9,"11,274",,11.4,,,,,,,,,,,,"11,579",14.9,,,,,,,,711,,14.9,"5,287",,24.3,,,,,,,,,,,,"5,998",,,,,,,,,,,,,,,,,,,,,,0.48,367,0.13,"2,835",0.033,984,,,,,,0.64,"2,071"
1942,"2,958","2,402","3,157",571,41.5,"26,378",375,"35,883",672,"33,863",,"95,024","283,175",530,"37,011",112,"6,098",,"421,951",6.78,"403,035",,373,"1,832","1,655",,,"3,860",,0.40,,,,,,,,,"1,663,342","12,401,230","317,860","136,593","1,676","590,475","15,111,176",1.52,,"5,012,803",0.19,,,,,,16.5,16.5,,,"6,432","2,587",,"11,974",398,7.11,3.05,"21,401",173.67,"22,475",,183,,,183,3.68,,,"3,815","383,770",22.4,,"2,156,005",152.4,,"2,543,764",8.86,,152,792,,,"9,476",,,,"10,421",12.9,,,,,,,,,,,"34,048","221,346",,"10,490",,,,"265,884",128,"264,981",,"21,372","173,959",,"28,816",,,,"224,146",163,"217,146",,530,"1,104",55,"1,128",16.6,27.4,"2,861",699,,,,,,,,,,,,,,,,,,11.2,226,5.08,"1,211",,631,,"2,084",63.1,,,365,,,365,50.0,,225,71.1,,71.1,6.10,,373,"7,322",,,,,,,,4.76,0.43,2.59,,,,7.78,364,,,118,,"14,181",,,"14,299",3.36,,0.062,0.047,0.00008,0.0007,0.0008,,,,,,4.42,0.013,0.12,1.48,2.57,,,,0.047,,0.013,0.12,1.48,2.57,,0.31,,,,0.31,,,101,28.5,1.02,232,,0.72,133,496,"2,991",,,0.72,,0.72,"3,538",,,,,,161,5.08,,166,,,,,,,,,,"3,073",,,,,,,,,,,,"3,073",,,,,,,,,,,,,,,,"1,108",,17.0,"9,503",,,,,,,,,,,,,,"10,610",17.0,,,,,,,,"2,585",,17.0,"5,262",,12.4,,,,,,,,,,,,"7,846",,,,0.52,,,,,,,,,,0.52,,,,,,,,0.94,862,0.036,"9,899",0.02,984,,,,,,1.00,"2,299"
1943,"1,954","1,984","1,757",536,16.1,"16,995",122,"23,365",672,"21,936",,"24,105","243,506",542,"34,726",10.9,"3,917",,"306,806",6.80,"286,405",,373,734,"1,855",,,"2,962",,0.37,,,,,,,,,"1,726,713","11,657,075","291,694","148,216",,"540,051","14,363,749",1.59,,"5,173,197",0.20,,,,,,14.6,14.6,,,"10,930","3,555",,"11,326",104,,24.4,"25,939",196.85,"25,966",,429,,,429,4.20,,,"3,095","467,263",,,"2,217,756",85.344,,"2,688,200",10.83,,56.9,614,,,"5,679",,,,"6,350",14.0,,,,,,,,,,,"8,716","190,640",,"9,318",,112,,"208,786",128,"208,386",,"5,158","152,134",,"26,853",,,,"184,145",163,"178,711",,558,"1,190",40,917,6.2,6.2,"2,717",739,,,,,,,,,,,,,,,,,,10.2,212,24.4,750,,810,,"1,807",80.8,,590,411,,,1002,58.0,,360,114,7.11,39.6,11.2,,531,"3,808",,0.20,,,0.20,,,4.58,4.24,4.14,,,,13.0,"8,227",,,122,,"12,975",43,,"13,140",3.14,,0.093,0.071,0.00012,0.0011,0.0012,,,,,,2.79,0.0084,0.075,0.93,1.62,,,,0.071,,0.0085,0.076,0.93,1.62,,1.04,12.4,,,13.5,,,80.8,35.7,6.82,251,,3.97,84.5,462,"3,116",,0.016,8.32,0.17,8.50,"7,662",,0.0068,0.073,0.080,,163,18.3,,182,,,,,,,,,,"1,309",,,,,,,,,,,,"1,309",,,,,,,,,,,,,,,,"2,429",,16.1,"7,390",,,,,,,,,,,,,,"9,819",16.1,,,,,,,,"5,668",,16.1,"14,120",,12.8,,,,,,,,,,,,"19,788",,,,1.73,,,21,,,,,,,22.5,,,,,,,,1.0,"1,077",0.24,"7,858",0.31,"1,535",,,0.13,"2,157",3.6,5.32,"2,089"
1944,"1,593","1,947","1,682",518,16.8,"14,501",171,"20,429",676,"20,083",,"3,491","219,772",477,"31,976",73.6,"4,048",,"259,838",8.44,"254,737",,373,"2,025","1,842",,,"4,240",,0.28,,,,,,,,,"1,686,230","11,279,772","261,815","145,939","35,174","567,255","13,976,185",1.63,,"5,096,700",0.22,,,,,,13.5,13.5,,,"16,057","3,678",,"10,376",137,16.3,19.3,"30,284",196.85,"29,373",,198,,,198,4.84,,,"2,374","305,167",,,"2,061,709",,,"2,369,250",10.83,,,782,,,"1,240",,,,"2,022",14.0,,,,,,,,,,,,"182,256",,"9,603",,,,"191,859",128,"190,665",,,"149,731",,"26,738",,,,"176,469",163,"170,897",,876,"1,114",36,767,7.9,15.0,"2,817",740,,,,,,,,,,,,,,,,,,10.2,137,256,7.92,,445,,856,59.0,,534,246,,,780,62.5,,51.8,142,,210,,,404,"7,940",,,,,,,,0.18,2.64,6.21,,,,9.03,208,,,,,"4,167","2,250",,"6,417",3.65,,0.062,0.047,0.00008,0.0007,0.0008,,,,,,3.33,0.010,0.090,1.11,1.93,,,,0.047,,0.010,0.091,1.11,1.93,,1.10,,,,1.10,,,104.5,26.4,1.45,160,,31.4,70.7,395,"2,902",,,14.5,0.14,14.7,"9,511",,,0.061,0.061,,260,11.2,,272,,,,,,,,,,"1,603",,,,,,,,,,,,"1,603",,,,,,,,,,,,,,,,"4,475",,18.4,"4,717",,,,,,,,,,,,,,"9,192",18.4,,,,,,,,"10,230",,17.0,"7,684",,13.1,,,,,,,,,,,,"17,914",,,,1.8,,,,,,,,,,1.83,,,,,,,,1.2,"1,091",0.91,"2,997",0.15,"1,643",,,0.66,"1,450",0.20,3.13,"1,937"
1945,"1,966","1,341","1,922",406,8.61,"14,572",224,"20,439",688,"20,077",,"3,505","207,945",462,"25,382",101,"3,937",,"241,333",10.1,"215,548",,373,"1,700","1,792",,,"3,865",,0.34,,,,,,,,,"1,660,902","10,340,174","251,254","151,462","42,115","552,057","12,997,964",1.67,,"5,532,230",0.23,,,,,,14.1,14.1,,,"15,247","3,418",,"7,593",136,36.6,23.4,"26,454",196.85,"24,335",,72.5,,,73,4.61,,,"1,742","95,755",,,"1,543,908",,,"1,641,405",9.60,,,"1,000",,,,,,,"1,000",15.7,,,,,,,,,,,,"158,026",,"6,902",4.06,,,"164,931",128,"164,474",,,"132,546",,"20,172",,,,"152,718",163,"148,405",,662,782,28,784,15.3,12.9,"2,284",740,,,,,,,,,,,,,,,,,,12.2,77.2,7.11,,"1,880",,,"1,976",75.2,,,287,,,287,62.5,,57.9,50.8,,37.6,,,146,"6,160",,,,,,,,,0.22,,,,,0.22,150,,,,,725,"8,619",,"9,344",5.13,,0.062,0.047,0.00008,0.0007,0.0008,,,,,,3.38,0.010,0.091,1.13,1.97,,,,0.047,,0.010,0.092,1.13,1.97,,,,,,,,,70.8,26.3,,431,,13.2,53.0,595,"2,875",,,2.21,0.13,2.34,"1,114",,,0.053,0.053,,233,13.2,,246,,,,,,,,,,777,,,,,,,,,,,,777,,,,,,,,,,,,,,,,"4,089",,18.5,"7,261",95,,,,,,,,,,,,,"11,349",18.5,,,,,,,,"9,540",,18.5,"10,796",57.1,13.4,,,,,,,,,,,,"20,336",,,,,,,,,,,,,,,,,,,,,,0.48,829,0.65,"7,234",0.54,"1,388",,,0.23,"1,325",,1.90,"2,288"
1946,"1,951",995,"2,705",478,19.5,"19,188",305,"25,641",692,"25,583",,"30,495","185,285",422,"27,875",18.9,"5,036",,"249,131",14.9,"248,808",,373,"1,438","2,351",,,"4,162",,0.26,,,,,,,,,"1,592,600","11,366,381","194,351","161,291","137,627","652,564","14,104,814",1.68,,"5,798,352",0.24,,,,,,15.7,15.7,,,"6,585","2,943",,"9,530",,7.11,64.0,"19,129",230.31,"17,789",,50,,,50,4.60,,,"1,680","12,888",,251,"1,847,307",,,"1,862,127",9.50,,,"1,407",,,,,,,"1,407",18.5,,,,,,,,,,,"12,959","163,761",,"7,536",1.02,28.4,,"184,285",160,"185,782",,"11,543","140,170",,"23,041",,,,"174,754",171,"168,103",,695,652,42,684,20.3,13.3,"2,106",751,,,,,,,,,,,,,,,,,,,28.4,4.06,469,"3,855",,,"4,357",78.0,,,,,,,46.4,,234,117,,2.03,,,353,"7,384",,,,,,,,4.27,,,,,,4.27,224,,,,,20,,"33,528","33,548",5.96,,,,,,,,,,,,2.94,0.0088,0.079,0.98,1.71,,,,,,0.0088,0.079,0.98,1.71,,,,,,,,,34.1,18.3,,458,,2.30,64.6,578,"2,509",,,,,,"5,863",,,,,,231,11.2,,242,,,,,,,,,,469,,17.5,,,,,,,,,,469,17.5,,,,,,,,,,,,,,,"3,380",,43.3,"4,333",,44.3,,,,,,,,,,,,"7,713",44.3,,,,,,,,"5,632",,33.9,"6,085",,13.8,,,,,,,,,,,,"11,717",,,,,,,,,,,,,,,,,,,,,,0.23,551,0.20,"5,069",0.40,"1,471",,,,,0.08,0.91,"2,009"
1947,"2,248","1,558","2,634",468,19.6,"21,891",343,"29,161",692,"28,724",,"65,340","196,190",315,"28,580",23.4,"6,198",,"296,647",15.0,"263,829",,373,"2,401","2,555",,,"5,329",,0.46,,,,,,,,,"1,913,549","11,870,053","176,462","169,814","196,445","742,194","15,068,516",1.83,,"6,238,382",0.30,,,,,,12.3,12.3,,,"2,822","3,268",,"8,081",,42.7,,"14,215",239.50,"14,005",,73,,,73,5.89,,,"1,363","9,386",,399,"2,179,857",,,"2,191,006",9.00,,,"1,612",,,192,,,,"1,804",17.7,,,,,,,,,,,"30,063","157,493",,"8,407",21.3,17.3,,"196,003",288,"195,787",,"25,619","135,799",,"24,017",,,,"185,435",207,"178,699",,992,575,57,770,16.8,16.6,"2,428",879,,,,,,,,,,,,,,,,,,8.13,43.7,3.05,122,"4,083",,,"4,260",103,,,,,,,57.1,,187,99.6,,21.3,,,308,"7,694",,,,,,,,0.52,1.60,,,,,2.12,298,,,232,,"5,170",,"100,000","105,402",5.61,,,,,,,,,,,,3.07,0.0092,0.083,1.03,1.78,,,,,,0.0092,0.083,1.03,1.78,,,,,,,,,37.1,20.8,,486,,5.18,31.3,580,"2,911",,,,0.013,0.01,"3,924",,,0.006,0.006,,195,17.3,,212,,,,,,,,,,"3,339",,0.39,,,,,,,,,,"3,339",0.39,,,,,,,,,,,,,,,"4,155",,48.3,"7,982",,22.2,,,,,,,,,,,,"12,137",22.2,,,,,,,,"5,676",,40.7,"16,639",,6.36,,,,,,,,,,,,"22,315",,,,,,,,,,,,,,,,,,,,,,0.66,606,0.64,"10,833",0.41,"1,505",,,,,,1.70,"3,192"
1948,"2,166","1,622","2,133",401,63.3,"20,681",472,"27,539",692,"27,069",,"71,744","187,514",310,"28,214",50.3,"6,027",,"293,859",15.0,"293,910",,373,"2,917","2,818",,,"6,109",,0.55,,,,,,,,,"1,770,274","11,908,989","170,221","182,263","243,295","744,665","15,019,708",2.29,,"6,799,377",0.35,,,,,,15.4,15.4,,,"3,199","2,855",,"6,679",4.06,29.5,74.2,"12,841",295.28,"12,678",,,,,,,,,"1,592","9,580",,323,"2,067,383","7,338",,"2,086,216",8.50,,,"1,577",,,254,"1,671",,,"3,502",15.4,,,,,,,,,,,"31,271","172,716",,"8,031",108,"1,431",17.3,"213,574",355,"212,046",,"21,938","147,918",,"23,741",,153,,"193,751",267,"187,757",,485,500,36,777,26.3,19.1,"1,844","1,118",,,,,,,,,,,,,,,,,,17.3,126,3.05,42.6,"2,792",,,"2,981",132,,564,,,,564,67.9,,147,77.2,,10.2,,,235,"9,862",,,,,,,,1.66,0.13,,,,,1.79,457,,,488,,"1,681",,"171,704","173,873",4.72,,,,,,,,,,,,2.87,0.0086,0.078,0.96,1.67,,,,,,0.0086,0.078,0.96,1.67,,,90.8,,,90.8,89.9,,51.3,18.1,,509,,3.97,56.6,639,"3,259",,,3.09,0.26,3.35,"1,985",,,0.11,0.11,,234,59.9,,294,,9.1,,9.1,2.0,,53.1,,9.10,,,,,,,,,,,,,53,9.10,,,,,,,,,,,,,,,"6,231",,54.4,"9,392",,46.0,,,,,,,,,,,,"15,623",46.0,,,,,,,,"6,316",,54.0,"16,196",,13.8,,,,,,,,,,,,"22,512",,,,,,,151,,128,,,,,151,128,,,,,,,1.1,766,0.81,"7,264",0.079,"2,221",,,,,,2.04,"2,918"
1949,"2,372","1,611","2,128",378,68.4,"20,166",926,"27,650",790,"27,232",,"89,337","186,590",383,"31,443",54.4,"6,373",,"314,180",16.5,"290,904",,373,"1,284","4,092",,,"5,750",,0.94,,,,,,,,,"2,001,914","10,907,876","124,467","184,524","350,152","762,604","14,331,536",2.84,,"7,493,568",0.39,,,,,,14.4,14.4,,,"5,004","2,675",,"5,313",3.05,30.5,937,"13,962",347.77,"14,033",,5,,,5,6.00,,,"1,493","10,478",,"1,531","1,470,895","12,724",,"1,497,121",8.00,,237,"1,603",,,"1,886","9,571",,,"13,296",19.3,,,,,,,,,,,"38,300","166,170",,"8,644",101,"2,004",7.11,"215,225",303,"208,685",,"21,581","146,901",,"26,152",,35.6,,"194,670",239,"188,577",,748,430,32,629,24.6,12.0,"1,875","1,192",,,,,,,,,,,,,,,,,,24.4,156,7.11,22.0,"2,818",,,"3,028",127,,642,,,,642,67.9,,25.4,25.4,5.08,70.1,,,126,"5,876",,,0.099,,0.099,"2,500",,3.00,0.052,,,,,3.05,39.4,,,11,,,,"255,016","255,027",4.57,,,,,,,,,,,,1.22,0.0037,0.033,0.41,0.71,,,,,,0.0037,0.033,0.41,0.71,,,71.3,,,71.3,82.0,,26.8,6.02,,623,,0.30,31.7,688,"3,277",,,0.83,0.099,0.93,"1,852",,,0.042,0.042,,219,45.7,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,197",,43.8,"9,181",,32.9,,,,,,,,,,,,"14,377",32.9,,,,,,,,"5,253",,43.5,"14,884",,14.3,,,,,,,,,,,,"20,137",,,,,,,119,,63.9,,,,,119,63.9,,,,,,,0.46,954,0.10,"7,087",,,,,,,,0.56,"2,913"
1950,"2,745","1,597","2,109",484,35.5,"18,981","1,090","27,043",997,"26,123",,"88,007","212,963",295,"32,370",41.9,"6,385",10.5,"340,073",16.2,"330,896",,373,"1,173","2,349",,,"3,896",,2.17,,,,,,,,,"2,357,932","13,002,983","128,454","225,909","265,518","827,382","16,808,178",3.40,,"7,444,353",0.46,,,43.2,0.10,,16.5,59.8,"3,277",,"5,511","3,955",,"8,154",,89.4,318,"18,028",214.20,"16,248",,130,,,130,4.15,,,"1,990","11,927",,"1,545","2,387,421","15,133",,"2,418,017",7.50,,580,"2,133",,,241,"12,153",,"1,141","16,248",15.7,,,,,,,,,,,"40,286","178,384",,"9,780",59.9,"1,323",14.2,"229,848",262,"225,519",,"36,647","158,923",,"30,648",,3.05,,"226,221",273,"208,723",,610,490,26,716,36.6,16.6,"1,895",940,,,,,,,,,,,,,,,,,,46.7,136,6.10,93.7,"2,966",,,"3,248",125,,905,,,,905,66.1,,39.6,23.368,,84.3,,,147,"12,022",,,,,,,,2.46,,,,,,2.46,463,,,21,,"1,632",,"275,901","277,554",4.03,,0.50,0.38,0.00065,0.0058,0.0065,,,,,,1.43,0.0043,0.039,0.48,0.83,,,,,,0.0043,0.039,0.48,0.83,,3.05,18.3,,,21.3,252,,20.0,6.30,,579,,,21.5,627,"3,509",,,4.80,0.17,4.96,"3,209",,,0.072,0.072,,282,62.0,,344,,,,,,,203,,46.3,51,47.4,4.92,,,,,,,,,,254,4.92,,,,,,,,,,,,,,,"7,853",,43.0,"10,752",96.5,39.0,,,,,,,,,,,,"18,605",39.0,,,,,,,,"7,853",,43.0,"15,270",66.2,16.7,,,,,,,,,,,,"23,123",,,,5,,24.8,30,94.0,143,,,,,35.6,126,,,,,,,0.076,"1,089",0.85,"1,094",0.0040,"3,028",,,,,,0.93,"3,698"
1951,"2,444","1,521","2,055",449,11.3,"20,160","1,211","27,852",996,"26,762",,"83,851","201,512",259,"30,502",14.2,"6,119",0.031,"322,257",25.5,"310,663",,373,"2,077","3,089",,,"5,539",,1.87,,,,,,,,,"2,513,355","13,729,456","150,107","240,678","394,516","862,051","17,890,163",4.63,,"7,961,433",0.69,,,42.9,0.10,,8.13,51.1,"3,947",,"5,519","3,738",,"8,920",,143,196,"18,517",249.47,"17,935",,129,,,129,4.00,,,"1,629","11,891",,"3,287","2,438,986","36,222",,"2,492,015",7.00,,,"2,727",,,27.4,"5,341",,"1,541","9,637",20.6,,,,,,,,,,,"34,600","171,259",,"8,382",41.7,"1,944",,"216,226",345,"213,232",,"30,834","156,891",,"26,916",,9.14,,"214,649",354,"199,762",,347,419,33,698,43.3,15.8,"1,556","1,385",,,,,,,,,,,,,,,,,,28.4,153,73.2,,"3,272",,21,"3,548",190,,"1,402",,,,1402,71.4,,29.5,,,17.3,,,46.7,"8,810",,,,,,,,0.16,0.93,,,,,1.08,886,,,29,,"8,026",,"300,000","308,056",4.41,,0.25,0.19,0.00032,0.0029,0.0032,,,,,,1.04,0.0031,0.028,0.35,0.60,,,,,,0.0031,0.028,0.35,0.60,,,19.2,,,19.2,304,,85.1,16.8,,817,,2.70,42.9,965,"7,581",,,1.48,0.075,1.55,"8,568",,,0.032,0.032,,194,40.6,,235,,,,,,,20.8,,9.99,"1,253",31.1,6.00,,,,,,,,,,"1,274",6.00,,,,,,,,,,,,,,,"12,323",,45.2,"23,428",96.8,46.0,,,,,,,,,,,,"35,751",46.0,,,,,,,,"12,323",,45.2,"32,797",66.5,18.1,,,,,,,,,,,,"45,120",,,,,,,32.0,93.8,197,,,,,32.0,197,,,,,,,,,1.1,"5,552",,,,,0.058,"2,902",,1.19,"5,914"
1952,"2,667","1,214","2,077",500,13.6,"22,624","1,396","30,492","1,044","29,094",,"104,207","210,119",182,"35,830",20.0,"6,518",134,"357,011",24.4,"342,681",,373,"4,091","3,259",,,"7,724",,2.43,,,,,,,,,"2,786,112","15,262,454","146,121","251,865","424,211","843,748","19,714,512",5.69,,"8,233,424",0.84,,,54.8,0.30,,10.2,65.2,"4,465",,"7,077","3,619",,"7,984",2.03,186,435,"19,303",249.76,"18,625",,49,,,49,4.82,,,"1,273","12,512",,"4,750","2,726,909","227,369",,"2,972,813",6.50,,,"2,056",,,,"5,126",,"1,983","9,165",20.4,,,,,,,,,,,"42,391","176,208",,"8,677",51.8,"5,583",,"232,910",324,"232,976",,"34,321","160,764",,"27,711",,47.8,,"222,844",319,"207,958",,335,397,34,765,66.5,6.2,"1,604","1,497",,,,,,,,,,,,,,,,,,22.4,83.3,5.08,269,"3,584",,19,"3,983",191,,635,,,785,1420,83.9,,76.2,,5.08,,,,81.3,"6,416",,,,,,,,0.05,0.016,,,,,0.067,822,,,10,,"5,623",,"500,000","505,633",4.17,,,,,,,,,,,,1.58,0.0048,0.043,0.53,0.92,,,,,,0.0048,0.043,0.53,0.92,,,53.6,,,53.6,207,,127,25.4,0.97,848,,,90.1,"1,091","7,876",,,5.03,,5.03,"10,710",,,,,,229,64.0,,293,,,,,,,,,,31,46.2,6.60,,,,,,,,,,31,6.60,,,,,,,,,,,,,,,"13,780",,76.1,"24,841",96.8,81.6,,,,,,,,,,,,"38,621",81.6,,,,,,,,"13,780",,76.1,"17,430",66.3,14.9,,,,,,,,,,,,"31,211",,,,,,,89,92.0,198,,,,,89.4,198,,,,,,,0.013,"2,047",1.4,"4,634",,,,,,,,1.43,"6,020"
1953,"2,858",823,"1,988",528,13.8,"25,597","1,630","33,438","1,038","32,048",,"92,699","250,946",195,"38,583",21.7,"7,515",7.93,"389,967",24.4,"372,229",,373,"1,882","2,235",,,"4,490",,2.43,,,,,,,,,"2,557,081","14,400,612","154,338","237,367","455,660","900,361","18,705,419",5.78,,"8,389,416",0.87,,,53.5,0.10,,11.2,64.8,"4,527",,"25,049","3,684",,"9,044",1.02,187,89,"38,055",265.12,"35,646",,736,,,736,13.08,,,"1,063","5,665",,"4,904","2,632,796","718,701",,"3,363,130",6.00,,43.7,"2,482",,,,"30,944",,"2,320","35,790",17.8,,,,,,,,,,,"38,433","221,055",,"10,199",20.3,"4,775",,"274,483",265,"270,342",,"28,740","205,514",,"30,249",,69.1,,"264,572",213,"250,553",,293,345,29,779,77.5,18.3,"1,541","1,097",,,,,,,,,,,,,,,,,,8.13,39.6,2.03,364,"4,112",,17,"4,543",147,,785,,,"1,999","2,785",98.2,,,,13.2,,20.3,,33.5,"1,442",,,,,,,,1.11,,,,,,1.11,822,,,,,"3,422",,"500,000","503,422",3.93,,,,,,,,,,,,1.83,0.0055,0.049,0.61,1.06,,,,,,0.0055,0.049,0.61,1.06,,48.8,71.0,,,120,190,,102,45.9,,965,,2.91,169,"1,285","7,760",,,5.80,,5.80,"18,754",,,,,,224,76.2,,301,,35.6,,35.6,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,381",,102,"22,266",96.8,93.2,,,,,,,,,,,,"38,647",93.2,,,,,,,,"16,381",,101.7,"15,776",66.3,12.3,,,,,,,,,,,,"32,157",,,,81,,278,118.4,91.3,197,,,,,200,230,,,,,,,0.15,682,0.15,"1,267",,,,,,,,0.30,"4,686"
1954,"3,046",976,"1,638",602,1.68,"26,808","1,690","34,762","1,007","33,150",,"112,458","269,952",107,"41,095",19.4,"7,391",110,"431,132",24.4,"405,471",,828,"2,468","2,279",,,"5,575",,2.23,,,,,,,,,"2,804,983","15,324,592","143,579","268,429","503,028","1,034,636","20,079,248",5.58,,"9,480,555",0.83,,,69.6,0.20,,11.2,81.0,"4,884",,"28,303","3,233",,"10,038",,402,601,"42,578",250.43,"41,633",,"1,564",,,"1,564",16.21,,,165,"5,305",,"6,482","2,912,933","662,172",,"3,587,056",5.50,,140,"1,642",,,,"26,871",,"1,923","30,577",23.6,,,,,,,,,,,"42,866","234,078",,"11,718",14.2,"1,521",2.03,"290,199",277,"285,422",,"30,286","219,811",,"33,176",,75.2,,"283,348",211,"266,659",,735,379,23,939,80.9,15.0,"2,173","1,022",,,,,13.9,13.9,"9,921",28,,,,,,,,,,8.13,84.3,3.05,46.2,"4,076",,20,"4,238",129,,684,,,"4,338","5,022",75.9,,71.1,,,,,,71.1,"3,248",,,0.29,,0.29,"1,964",,0.44,,,,,,0.44,"2,161",,,,,"6,218",,"500,000","506,218",3.89,,0.72,0.54,0.00093,0.0084,0.0093,,,,,,0.49,0.0015,0.013,0.17,0.29,,,,,,0.0015,0.013,0.17,0.29,,5.55,42.1,,,47.6,165,,30.8,6.80,,"1,109",,2.18,83.3,"1,232","7,777",,,37.4,0.14,37.5,"11,019",,,0.059,0.059,,234,58.9,,292,,,,,,,,,,473,50.0,12.5,,,,,,,,,,473,12.5,,,,,,,,,,,,,,,"19,720",,76.5,"23,098",96.2,67.4,,,,,,,,,,,,"42,817",67.4,,,,,,,,"19,720",,76.5,"27,929",66.1,14.3,,,,,,,,,,,,"47,648",,,,9.2,,321,70,90.0,242,,,,,79.3,251,,,,,,,,,,,,,,,,,0.63,0.63,"4,435"
